Date,Time,Court,Teams,Results,Outcome,Players,PTS,REB,AST,STL,BLK,PF,TO,FGM,FG%,FGA,3PM,3PA,3P%
11/26/2025,,Regular Season,Show Up Show Out,0|0|0|0|0|77,Loss,,,,,,,,,,,,,,
,,,,,,NooCalleriiD_TTV,33,1,4,1,0,1,1,13,59.1,22,4,9,44.4
,,,,,,SteezQueLOE,22,3,1,1,0,3,4,8,66.7,12,6,8,75.0
,,,,,,YouxBop,9,10,5,0,0,1,1,3,100.0,3,3,3,100.0
,,,,,,OC-SlightlyLate,8,19,11,3,0,3,0,4,66.7,6,0,0,0
,,,,,,Oc-ern-,5,0,5,0,0,0,2,2,12.5,16,1,12,8.3
,,,Out for blood,0|0|0|0|0|83,Win,,,,,,,,,,,,,,,
,,,,,,Duffyszn2k,26,0,4,2,0,2,1,9,47.4,19,8,18,44.4
,,,,,,Cr vonte,23,5,5,0,0,2,1,9,69.2,13,5,9,55.6
,,,,,,Rich Rell,14,7,1,1,2,2,1,5,71.4,7,4,4,100.0
,,,,,,Zee Da A1 PG,12,1,9,3,0,1,3,4,36.4,11,3,9,33.3
,,,,,,xMyless,8,9,5,1,3,3,0,4,57.1,7,0,1,0.0
